?"index", "key"                                                   , "keySource"                                                             , "text"                                                 , "tag", "frameUrl"                                          , "visible", "locatorSuggested"                                                      , "id", "class"    , "href"              , "onclick", "data_modulo_funcao"     , "data_modulo", "data_funcao"         , "data_href"                                                                                                                                                                                                       , "data_tipo_funcao", "data_tipo_link"
"46"   , "k_80_CB35_7"                                           , "80.CB35.7"                                                             , "Acompanhamento de Inadimplência"                     , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB35.7""]')"                    ,     , "item-menu", "javascript:void(0)",          , "80.CB35.7"              , "80"         , "CB35.7"              , "/ace/mvcToAsp.asp?../../ass/asp/ass1078a.asp$$$p=&PT=Acompanhamento de Inadimplência&pm=80&pcf=CB35.7&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                             , "X"               , "link"
"47"   , "k_14_CMC5_17"                                          , "14.CMC5.17"                                                            , "Acompanhamento de Produção"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC5.17""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC5.17"             , "14"         , "CMC5.17"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc1011a.asp$$$p=&PT=Acompanhamento de Produção&pm=14&pcf=CMC5.17&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                , "X"               , "link"
"48"   , "k_14_CMC5_8"                                           , "14.CMC5.8"                                                             , "Acompanhamento de Propostas"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC5.8""]')"                    ,     , "item-menu", "javascript:void(0)",          , "14.CMC5.8"              , "14"         , "CMC5.8"              , "/ace/mvcToAsp.asp?../../cmc/asp/cmc1034a.asp$$$p=&PT=Acompanhamento de Propostas&pm=14&pcf=CMC5.8&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                  , "X"               , "link"
"49"   , "k_14_CMC5_16"                                          , "14.CMC5.16"                                                            , "Acompanhamento de Propostas Implantadas"              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC5.16""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC5.16"             , "14"         , "CMC5.16"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc1010a.asp$$$p=&PT=Acompanhamento de Propostas Implantadas&pm=14&pcf=CMC5.16&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                     , "X"               , "link"
"50"   , "k_14_CMC5_22"                                          , "14.CMC5.22"                                                            , "Acompanhamento de Solicitações Cotação"           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC5.22""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC5.22"             , "14"         , "CMC5.22"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc1017a.asp$$$p=&PT=Acompanhamento de Solicitações Cotação&pm=14&pcf=CMC5.22&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                  , "X"               , "link"
"51"   , "k_80_CB35_5_8"                                         , "80.CB35.5.8"                                                           , "Acompanhamento de Utilização"                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB35.5.8""]')"                  ,     , "item-menu", "javascript:void(0)",          , "80.CB35.5.8"            , "80"         , "CB35.5.8"            , "/ace/mvcToAsp.asp?../../cli/asp/cli0034a.asp$$$p=&PT=Acompanhamento de Utilização&pm=80&pcf=CB35.5.8&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                             , "A"               , "link"
"52"   , "k_156_INC156_9_3"                                      , "156.INC156.9.3"                                                        , "Acompanhamento de Valores da Cobrança"               , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""156.INC156.9.3""]')"               ,     , "item-menu", "javascript:void(0)",          , "156.INC156.9.3"         , "156"        , "INC156.9.3"          , "/ace/mvcToAsp.asp?../../ctm/asp/ctm1394a.asp$$$p=&PT=Acompanhamento de Valores da Cobrança  &pm=156&pcf=INC156.9.3&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                , "X"               , "link"
"53"   , "k_14_CMC5_26"                                          , "14.CMC5.26"                                                            , "Acompanhamento de Vendas"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC5.26""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC5.26"             , "14"         , "CMC5.26"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc1028a.asp$$$p=&PT=Relatório de Acompanhamento de Vendas&pm=14&pcf=CMC5.26&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                      , "X"               , "link"
"54"   , "k_14_CMC5_28"                                          , "14.CMC5.28"                                                            , "Acompanhamento Perfil Beneficiários"                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC5.28""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC5.28"             , "14"         , "CMC5.28"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc1023a.asp$$$p=&PT=Acompanhamento Perfil Beneficiários&pm=14&pcf=CMC5.28&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                        , "X"               , "link"
"55"   , "k_12_CTM12_1_18"                                       , "12.CTM12.1.18"                                                         , "Acompanhamento Processos"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.1.18""]')"                ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.1.18"          , "12"         , "CTM12.1.18"          , "/TSNMVC/ContasMedicas/AcompanhamentoProcessos?PT=Acompanhamento  Processos&pm=12&pcf=CTM12.1.18&pprf=SINISTRO_ANALISE,ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                   , "X"               , "link"
"56"   , "k_14_CMC5_14"                                          , "14.CMC5.14"                                                            , "Acompanhamento Produtividade Análise contra riscos"  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC5.14""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC5.14"             , "14"         , "CMC5.14"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc1022a.asp$$$p=&PT=Acompanhamento Produtividade Análise contra riscos&pm=14&pcf=CMC5.14&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                         , "X"               , "link"
"57"   , "k_12_CTM3_3"                                           , "12.CTM3.3"                                                             , "Acompanhamento Valores"                               , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM3.3""]')"                    ,     , "item-menu", "javascript:void(0)",          , "12.CTM3.3"              , "12"         , "CTM3.3"              , "/ace/mvcToAsp.asp?../../ctm/asp/ctm1050a.asp?ind_fila=S&cod_parametro=CTM_DOWNLOAD_ITF$$$p=&PT=Acompanhamento de Valores&pm=12&pcf=CTM3.3&pprf=TI_SAUDE_ANS_ANL_SR,INTERCAMBIO_ANALISE,CONTA_MEDICA_COOR..."     , "C"               , "link"
"58"   , "k_12_CTM16_5"                                          , "12.CTM16.5"                                                            , "Acordo"                                               , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM16.5""]')"                   ,     , "item-menu", "javascript:void(0)",          , "12.CTM16.5"             , "12"         , "CTM16.5"             , "/TSNMVC/ContasMedicas/AcordoRevisao?PT=Acordo&pm=12&pcf=CTM16.5&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                                                    , "X"               , "link"
"59"   , "k_80_CB11_91"                                          , "80.CB11.91"                                                            , "Adaptação - RN 254"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB11.91""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB11.91"             , "80"         , "CB11.91"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0531a.asp$$$p=&PT=Adaptação - RN 254&pm=80&pcf=CB11.91&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                        , "X"               , "link"
"60"   , "k_14_CMC4_20_2"                                        , "14.CMC4.20.2"                                                          , "Adesão"                                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC4.20.2""]')"                 ,     , "item-menu", "javascript:void(0)",          , "14.CMC4.20.2"           , "14"         , "CMC4.20.2"           , "/ace/mvcToAsp.asp?../../cmc/asp/cmc0159a.asp?ind_tipo_proposta=2$$$p=&PT=Adesão&pm=14&pcf=CMC4.20.2&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                               , "A"               , "link"
"61"   , "k_13_ATD22_34"                                         , "13.ATD22.34"                                                           , "Agendar"                                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.ATD22.34""]')"                  ,     , "item-menu", "javascript:void(0)",          , "13.ATD22.34"            , "13"         , "ATD22.34"            , "/ace/mvcToAsp.asp?../../atd/asp/atd0084a.asp$$$p=&PT=Agendar&pm=13&pcf=ATD22.34&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                    , "A"               , "link"
"62"   , "k_95_INT1_4"                                           , "95.INT1.4"                                                             , "Agendar Execução"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.INT1.4""]')"                    ,     , "item-menu", "javascript:void(0)",          , "95.INT1.4"              , "95"         , "INT1.4"              , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_job=154$$$p=&PT=Agendar Execução&pm=95&pcf=INT1.4&pprf=ADMIN,INTERFACES,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                     , "X"               , "link"
"63"   , "k_12_CTM16_2_2"                                        , "12.CTM16.2.2"                                                          , "Ajuste"                                               , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM16.2.2""]')"                 ,     , "item-menu", "javascript:void(0)",          , "12.CTM16.2.2"           , "12"         , "CTM16.2.2"           , "/TSNMVC/CONTASMEDICAS/RgAjusteDeRemessa?MVC=S&versaoTISS=3.02.01&tipoGuia=20&PT=Ajuste&pm=12&pcf=CTM16.2.2&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                         , "A"               , "link"
"64"   , "k_156_INC156_2_6"                                      , "156.INC156.2.6"                                                        , "Ajuste de Remessa"                                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""156.INC156.2.6""]')"               ,     , "item-menu", "javascript:void(0)",          , "156.INC156.2.6"         , "156"        , "INC156.2.6"          , "/TSNMVC/IntercambioCobrar/AjusteDeRemessa?PT=Ajuste de Remessa&pm=156&pcf=INC156.2.6&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                               , "X"               , "link"
"65"   , "k_12_CTM19_1_2"                                        , "12.CTM19.1.2"                                                          , "Ajuste Intercambio Consulta"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM19.1.2""]')"                 ,     , "item-menu", "javascript:void(0)",          , "12.CTM19.1.2"           , "12"         , "CTM19.1.2"           , "/TSNMVC/CONTASMEDICAS/IntercambioAPagar/Consulta?MVC=S&versaoTISS=3.02.01&tipoGuia=20&PT=Ajuste Intercambio Consulta&pm=12&pcf=CTM19.1.2&pprf=ADMIN,CONTA_MEDICA_AUD,TI_SAUDE_ANS_ANL_SR,INTERCAMBIO_ANA..."     , "A"               , "link"
"66"   , "k_12_CTM12_2_1"                                        , "12.CTM12.2.1"                                                          , "Ajuste Remessa"                                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.2.1""]')"                 ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.2.1"           , "12"         , "CTM12.2.1"           , "/TSNMVC/CONTASMEDICAS/AjusteDeRemessa?MVC=S&versaoTISS=3.02.01&tipoGuia=20&PT=Ajuste Remessa&pm=12&pcf=CTM12.2.1&pprf=TI_SAUDE_ANS_ANL_SR,SINISTRO_ANALISE,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                  , "A"               , "link"
"67"   , "k_12_CTM12_2_12"                                       , "12.CTM12.2.12"                                                         , "Ajuste Remessa Consulta"                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.2.12""]')"                ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.2.12"          , "12"         , "CTM12.2.12"          , "/TSNMVC/CONTASMEDICAS/AjusteDeRemessa/Consulta?MVC=S&versaoTISS=3.02.01&tipoGuia=20&PT=Ajuste Remessa Consulta&pm=12&pcf=CTM12.2.12&pprf=SINISTRO_ANALISE,ADMIN,AUDITORIA_INTERNA,CONTA_MEDICA_AUD,SINIS..."     , "A"               , "link"
"68"   , "k_12_CTM19_1_1"                                        , "12.CTM19.1.1"                                                          , "Ajuste Remessa Intercambio"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM19.1.1""]')"                 ,     , "item-menu", "javascript:void(0)",          , "12.CTM19.1.1"           , "12"         , "CTM19.1.1"           , "/TSNMVC/CONTASMEDICAS/IntercambioAPagar?MVC=S&versaoTISS=3.02.01&tipoGuia=20&PT=Ajuste Remessa Intercambio&pm=12&pcf=CTM19.1.1&pprf=TI_SAUDE_ANS_ANL_SR,INTERCAMBIO_ANALISE,ADMIN&PPRM=S,S,S,S,N,N&tipoF..."     , "A"               , "link"
"69"   , "k_12_CTM16_2_3"                                        , "12.CTM16.2.3"                                                          , "Ajuste Revisão Intercâmbio"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM16.2.3""]')"                 ,     , "item-menu", "javascript:void(0)",          , "12.CTM16.2.3"           , "12"         , "CTM16.2.3"           , "/TSNMVC/CONTASMEDICAS/RgIntercambioAPagar?MVC=S&versaoTISS=3.02.01&tipoGuia=20&PT=Ajuste Revisão Intercâmbio&pm=12&pcf=CTM16.2.3&pprf=TI_SAUDE_ANS_ANL_SR,INTERCAMBIO_ANALISE,ADMIN&PPRM=S,S,S,S,N,N&tip..."   , "A"               , "link"
